date,temperature_mean_c,temperature_max_c,precipitation_mm,snowfall_cm,cloud_cover_pct,wind_max_kmh,solar_radiation_mj_m2
2018-05-19,23.3,29.6,0.3,0.0,36.0,5.6,24.16
2018-05-20,21.1,24.4,1.2,0.0,63.0,10.9,19.41
2018-05-21,20.7,25.6,0.0,0.0,48.0,14.0,21.9
2018-05-22,20.1,23.5,0.0,0.0,63.0,10.5,18.55
2018-05-23,21.1,24.6,0.0,0.0,63.0,9.1,18.21
2018-05-24,22.0,27.4,0.8,0.0,69.0,9.1,21.84
2018-05-25,20.6,23.5,7.1,0.0,90.0,13.6,15.54
2018-05-26,21.1,25.1,7.1,0.0,87.0,13.8,16.5
2018-05-27,20.1,22.1,9.0,0.0,96.0,10.1,6.66
2018-05-28,20.0,22.4,0.6,0.0,81.0,14.4,13.27
2018-05-29,19.7,22.0,5.6,0.0,87.0,11.9,13.01
2018-05-30,20.7,24.0,0.8,0.0,76.0,16.5,17.63
2018-05-31,19.8,23.4,0.1,0.0,49.0,15.2,18.58
2018-06-01,21.4,26.1,0.0,0.0,17.0,13.9,27.08
2018-06-02,21.4,26.1,0.0,0.0,15.0,15.8,28.66
2018-06-03,20.0,24.8,0.0,0.0,21.0,9.4,28.54
2018-06-04,21.9,27.3,0.0,0.0,34.0,7.2,28.16
2018-06-05,22.9,27.0,0.6,0.0,48.0,8.7,24.96
2018-06-06,24.3,30.8,0.0,0.0,51.0,6.8,25.1
2018-06-07,25.0,30.1,0.3,0.0,30.0,8.7,25.24
2018-06-08,24.9,29.2,0.0,0.0,11.0,10.6,27.36
2018-06-09,25.7,32.1,0.0,0.0,18.0,7.6,28.38
2018-06-10,24.7,29.1,2.2,0.0,37.0,10.8,21.36
2018-06-11,23.7,28.7,0.0,0.0,24.0,18.9,27.57
2018-06-12,22.7,28.0,0.0,0.0,2.0,15.8,29.87
2018-06-13,23.1,28.9,0.0,0.0,1.0,11.3,30.28
2018-06-14,24.2,29.4,0.0,0.0,20.0,9.4,28.64
2018-06-15,25.4,32.0,3.2,0.0,43.0,9.8,22.77
2018-06-16,24.0,28.7,3.9,0.0,77.0,9.9,19.45
2018-06-17,21.3,24.5,10.3,0.0,78.0,7.3,17.29
2018-06-18,22.0,25.7,1.8,0.0,77.0,8.1,17.47
2018-06-19,23.1,26.1,6.9,0.0,85.0,15.1,19.87
2018-06-20,23.8,27.3,5.5,0.0,67.0,13.1,21.7
2018-06-21,23.1,25.9,4.2,0.0,94.0,6.2,16.03
2018-06-22,23.0,27.1,12.6,0.0,67.0,9.0,22.17
2018-06-23,22.6,28.3,1.7,0.0,31.0,12.6,24.05
2018-06-24,21.9,25.2,0.6,0.0,62.0,15.3,16.98
2018-06-25,21.6,24.6,0.0,0.0,53.0,16.5,17.59
2018-06-26,23.3,27.9,15.5,0.0,33.0,8.1,22.51
2018-06-27,23.8,28.5,3.0,0.0,41.0,11.5,20.85
2018-06-28,23.4,27.5,17.0,0.0,36.0,10.1,20.48
2018-06-29,23.3,27.0,0.8,0.0,46.0,14.7,19.39
2018-06-30,24.2,28.1,0.0,0.0,28.0,15.5,23.9
2018-07-01,24.3,28.6,0.4,0.0,21.0,10.0,24.57
2018-07-02,25.3,30.8,0.0,0.0,1.0,13.2,29.24
2018-07-03,26.0,32.5,0.0,0.0,0.0,12.6,29.38
2018-07-04,26.8,32.2,0.0,0.0,0.0,13.0,29.05
2018-07-05,26.2,31.5,0.0,0.0,3.0,11.9,27.93
2018-07-06,25.6,29.5,0.0,0.0,3.0,12.1,28.18
2018-07-07,25.4,30.3,0.0,0.0,1.0,13.1,28.81
2018-07-08,24.8,28.8,0.0,0.0,8.0,12.2,27.19
2018-07-09,25.4,29.2,0.0,0.0,13.0,10.9,25.71
2018-07-10,25.9,29.6,1.0,0.0,17.0,9.4,23.72
2018-07-11,26.4,30.6,0.0,0.0,11.0,15.9,26.74
2018-07-12,25.8,29.8,0.0,0.0,34.0,15.5,21.25
2018-07-13,25.8,29.9,0.0,0.0,15.0,15.1,25.73
2018-07-14,25.5,28.3,1.9,0.0,28.0,13.8,22.25
2018-07-15,25.3,28.2,0.1,0.0,15.0,14.3,22.55
2018-07-16,25.1,29.0,0.0,0.0,12.0,10.6,24.45
2018-07-17,26.3,32.3,0.0,0.0,3.0,9.8,27.46
2018-07-18,25.4,28.7,0.3,0.0,34.0,11.5,22.32
2018-07-19,24.6,28.4,1.3,0.0,20.0,13.9,23.36
2018-07-20,24.5,28.1,0.2,0.0,25.0,11.7,21.1
2018-07-21,26.5,30.4,0.1,0.0,13.0,8.8,25.42
2018-07-22,27.1,31.4,0.0,0.0,5.0,9.7,25.68
2018-07-23,27.6,33.4,0.0,0.0,22.0,10.2,23.86
2018-07-24,24.2,27.0,14.2,0.0,70.0,8.9,14.53
2018-07-25,23.9,27.7,2.5,0.0,43.0,10.5,18.68
2018-07-26,25.1,28.6,0.4,0.0,20.0,8.8,23.44
2018-07-27,24.3,28.3,5.3,0.0,44.0,7.6,21.06
2018-07-28,24.7,29.4,0.5,0.0,21.0,8.5,23.65
2018-07-29,26.1,29.7,0.4,0.0,23.0,10.9,22.9
2018-07-30,27.0,31.1,0.0,0.0,35.0,12.3,25.33
2018-07-31,26.4,29.5,0.1,0.0,40.0,11.2,21.73
2018-08-01,26.8,31.4,0.0,0.0,14.0,14.6,22.88
2018-08-02,27.2,31.9,0.6,0.0,18.0,16.4,22.29
2018-08-03,27.0,31.5,0.2,0.0,28.0,17.2,22.1
2018-08-04,26.5,31.7,0.0,0.0,28.0,21.3,26.01
2018-08-05,26.3,31.2,0.2,0.0,44.0,14.7,22.64
2018-08-06,26.4,31.4,0.0,0.0,12.0,14.8,25.59
2018-08-07,26.4,31.4,0.0,0.0,18.0,14.6,21.78
2018-08-08,26.9,31.8,0.0,0.0,9.0,19.6,23.42
2018-08-09,26.7,31.3,0.0,0.0,18.0,19.1,23.88
2018-08-10,26.0,31.3,0.0,0.0,2.0,20.7,25.57
2018-08-11,24.6,29.9,0.0,0.0,5.0,19.5,26.7
2018-08-12,23.7,29.4,0.0,0.0,5.0,16.6,26.07
2018-08-13,23.7,30.5,0.0,0.0,4.0,16.4,26.32
2018-08-14,24.8,31.9,0.0,0.0,0.0,13.4,26.25
2018-08-15,25.6,32.3,0.0,0.0,7.0,14.1,24.57
2018-08-16,26.1,31.5,0.0,0.0,12.0,13.0,23.81
2018-08-17,26.0,31.2,0.0,0.0,42.0,11.9,21.01
2018-08-18,26.5,31.7,0.0,0.0,30.0,16.0,19.74
2018-08-19,27.2,33.4,0.0,0.0,7.0,21.6,24.21
2018-08-20,26.0,31.5,0.0,0.0,13.0,17.4,22.53
2018-08-21,24.7,30.9,0.0,0.0,2.0,15.2,24.36
2018-08-22,25.9,32.6,0.0,0.0,6.0,16.9,22.89
2018-08-23,26.2,32.9,0.0,0.0,16.0,17.3,22.32
2018-08-24,26.1,32.9,0.0,0.0,24.0,11.5,21.9
2018-08-25,26.5,31.5,0.0,0.0,26.0,11.7,20.68
2018-08-26,26.4,30.8,0.0,0.0,19.0,10.6,21.03
2018-08-27,26.4,31.3,0.3,0.0,38.0,10.9,19.9
2018-08-28,26.6,31.8,0.7,0.0,46.0,16.6,16.31
2018-08-29,26.0,31.1,0.5,0.0,54.0,19.1,18.87
2018-08-30,26.1,30.5,0.0,0.0,22.0,15.5,20.16
2018-08-31,26.9,33.4,0.0,0.0,1.0,16.5,22.77
2018-09-01,27.3,34.3,0.0,0.0,26.0,13.4,19.84
2018-09-02,27.7,33.9,0.0,0.0,7.0,17.1,21.64
2018-09-03,26.5,32.8,0.0,0.0,3.0,14.2,21.87
2018-09-04,26.1,31.1,0.0,0.0,5.0,11.7,21.62
2018-09-05,25.1,29.9,1.2,0.0,27.0,12.1,19.25
2018-09-06,21.8,24.5,15.7,0.0,58.0,10.2,13.17
2018-09-07,22.6,27.0,0.5,0.0,13.0,10.6,18.53
2018-09-08,23.0,28.2,2.2,0.0,34.0,8.7,19.57
2018-09-09,22.9,27.1,0.3,0.0,34.0,12.8,19.01
2018-09-10,21.4,24.6,1.1,0.0,25.0,12.6,15.67
2018-09-11,20.5,24.3,0.0,0.0,11.0,8.9,18.58
2018-09-12,21.1,25.9,0.3,0.0,25.0,13.0,19.2
2018-09-13,21.1,25.7,9.1,0.0,97.0,11.5,12.21
2018-09-14,19.4,21.5,25.9,0.0,81.0,12.2,3.52
2018-09-15,21.4,26.1,0.1,0.0,16.0,7.3,17.28
2018-09-16,22.2,27.3,0.0,0.0,11.0,11.3,19.32
2018-09-17,22.1,26.3,0.0,0.0,28.0,15.7,16.9
2018-09-18,20.8,24.8,0.0,0.0,41.0,15.3,13.96
2018-09-19,21.0,26.8,0.0,0.0,25.0,15.8,17.35
2018-09-20,20.5,26.3,0.0,0.0,19.0,13.2,18.97
2018-09-21,21.1,26.9,0.0,0.0,28.0,10.9,18.01
2018-09-22,21.6,27.5,0.0,0.0,24.0,7.2,18.54
2018-09-23,21.8,27.4,0.0,0.0,27.0,9.1,18.51
2018-09-24,22.8,30.4,0.0,0.0,4.0,7.9,18.81
2018-09-25,17.8,21.6,7.2,0.0,82.0,16.2,4.5
2018-09-26,15.0,16.6,3.1,0.0,82.0,21.7,8.6
2018-09-27,16.8,19.9,0.0,0.0,79.0,18.9,11.19
2018-09-28,19.0,24.6,0.0,0.0,77.0,14.2,15.87
2018-09-29,20.4,25.7,0.2,0.0,56.0,11.5,15.47
2018-09-30,20.1,24.1,2.2,0.0,75.0,13.4,11.94
2018-10-01,20.9,25.5,7.7,0.0,66.0,8.7,13.0
2018-10-02,20.6,24.9,5.0,0.0,65.0,9.3,13.62
2018-10-03,19.4,24.7,0.0,0.0,52.0,10.5,14.75
2018-10-04,17.9,20.3,0.0,0.0,73.0,10.1,5.7
2018-10-05,17.0,21.7,0.0,0.0,26.0,16.0,15.58
2018-10-06,16.8,23.3,0.0,0.0,0.0,15.3,17.14
2018-10-07,17.1,23.9,0.0,0.0,4.0,9.5,16.83
2018-10-08,17.1,21.8,0.0,0.0,62.0,9.4,11.2
2018-10-09,17.3,21.6,0.0,0.0,60.0,16.3,10.66
2018-10-10,17.3,21.6,0.0,0.0,65.0,15.5,10.83
2018-10-11,17.5,21.4,0.0,0.0,76.0,11.5,11.48
2018-10-12,18.7,23.3,0.0,0.0,60.0,14.0,11.1
2018-10-13,19.2,21.0,0.7,0.0,93.0,11.7,6.18
2018-10-14,19.4,22.7,2.4,0.0,81.0,11.4,10.14
2018-10-15,19.3,22.8,0.0,0.0,75.0,10.2,9.05
2018-10-16,19.0,22.2,0.0,0.0,58.0,10.8,10.78
2018-10-17,19.3,22.9,0.7,0.0,78.0,10.9,9.57
2018-10-18,19.5,22.7,0.0,0.0,79.0,7.3,8.57
2018-10-19,19.2,22.5,0.0,0.0,72.0,8.0,8.03
2018-10-20,18.5,20.8,2.4,0.0,78.0,8.1,8.14
2018-10-21,16.7,18.7,6.3,0.0,75.0,8.4,8.56
2018-10-22,16.4,21.2,0.0,0.0,67.0,11.6,10.85
2018-10-23,16.7,20.7,0.6,0.0,82.0,9.9,8.48
2018-10-24,17.5,21.2,0.2,0.0,61.0,12.4,9.95
2018-10-25,10.4,15.8,17.3,0.0,73.0,15.6,6.25
2018-10-26,10.2,17.0,0.0,0.0,18.0,9.4,12.14
2018-10-27,13.6,22.5,0.0,0.0,1.0,9.8,13.67
2018-10-28,15.4,23.9,0.0,0.0,7.0,8.5,13.53
2018-10-29,16.1,23.9,0.0,0.0,6.0,6.1,13.28
2018-10-30,15.3,23.6,0.0,0.0,83.0,7.2,10.88
2018-10-31,17.2,24.6,0.0,0.0,68.0,8.4,11.54
2018-11-01,17.5,23.7,0.0,0.0,41.0,6.2,12.12
2018-11-02,16.9,22.7,0.0,0.0,11.0,9.1,12.23
2018-11-03,15.4,20.5,0.0,0.0,37.0,11.1,10.04
2018-11-04,14.7,21.7,0.0,0.0,21.0,12.0,11.77
2018-11-05,14.5,20.3,0.0,0.0,35.0,12.4,9.2
2018-11-06,14.4,19.2,0.0,0.0,44.0,12.0,8.44
2018-11-07,14.9,19.5,0.0,0.0,33.0,9.8,9.16
2018-11-08,13.7,18.6,0.0,0.0,41.0,7.8,9.48
2018-11-09,14.4,18.1,0.0,0.0,66.0,9.1,6.79
2018-11-10,13.8,18.8,0.0,0.0,28.0,9.1,8.94
2018-11-11,13.0,18.5,0.0,0.0,24.0,7.2,9.78
2018-11-12,12.7,17.5,0.0,0.0,38.0,12.2,7.3
2018-11-13,12.4,15.4,0.0,0.0,65.0,15.4,6.29
2018-11-14,11.3,13.5,0.0,0.0,74.0,12.1,6.4
2018-11-15,8.8,10.6,15.3,0.0,83.0,9.1,3.54
2018-11-16,9.2,10.5,10.4,0.0,89.0,10.4,5.51
2018-11-17,9.7,11.9,0.1,0.0,89.0,12.7,5.32
2018-11-18,11.1,13.7,4.8,0.0,92.0,9.7,6.81
2018-11-19,16.3,20.7,4.4,0.0,87.0,10.7,6.25
2018-11-20,15.0,17.0,2.2,0.0,99.0,5.3,4.17
2018-11-21,15.0,19.2,10.9,0.0,68.0,9.7,7.29
2018-11-22,12.6,14.8,7.9,0.0,80.0,10.8,4.23
2018-11-23,10.4,11.3,0.7,0.0,84.0,12.2,3.9
2018-11-24,10.5,13.3,0.0,0.0,51.0,10.7,6.03
2018-11-25,9.3,13.2,0.0,0.0,64.0,4.3,7.75
2018-11-26,11.1,15.0,1.1,0.0,82.0,12.3,3.12
2018-11-27,17.3,20.1,0.2,0.0,83.0,13.4,6.02
2018-11-28,14.6,16.7,16.7,0.0,99.0,10.5,2.7
2018-11-29,8.9,10.2,10.4,0.0,100.0,16.9,1.38
2018-11-30,7.5,9.0,11.5,0.0,97.0,14.4,1.58
2018-12-01,6.9,8.4,0.0,0.0,92.0,8.7,2.94
2018-12-02,8.7,12.3,0.0,0.0,98.0,6.2,7.0
2018-12-03,10.1,12.7,0.0,0.0,86.0,4.8,6.29
2018-12-04,11.1,13.8,0.9,0.0,82.0,6.9,7.0
2018-12-05,11.2,12.0,9.6,0.0,100.0,12.0,1.43
2018-12-06,7.6,9.7,22.3,0.0,100.0,16.3,1.69
2018-12-07,4.9,6.2,0.3,0.0,86.0,12.3,4.21
2018-12-08,4.8,10.9,0.0,0.0,50.0,5.8,8.72
2018-12-09,7.8,12.9,4.8,0.0,50.0,10.8,6.69
2018-12-10,10.9,13.1,12.9,0.0,80.0,7.7,5.12
2018-12-11,6.1,9.2,23.8,4.9,87.0,21.3,3.46
2018-12-12,4.0,5.5,10.9,3.5,79.0,10.5,2.01
2018-12-13,3.0,6.9,0.0,0.07,61.0,7.8,7.97
2018-12-14,7.2,9.5,1.3,0.0,90.0,7.4,3.14
2018-12-15,11.6,16.6,0.0,0.0,95.0,10.0,6.45
2018-12-16,12.2,14.7,0.4,0.0,99.0,9.9,3.69
2018-12-17,11.0,12.3,2.1,0.0,76.0,7.7,5.46
2018-12-18,10.8,11.6,14.9,0.0,95.0,9.8,2.45
2018-12-19,6.1,10.2,27.6,0.98,100.0,13.0,1.36
2018-12-20,4.8,6.4,0.0,0.0,80.0,9.2,3.28
2018-12-21,5.6,8.1,0.0,0.0,62.0,4.6,6.33
2018-12-22,7.1,10.6,0.0,0.0,50.0,7.9,8.13
2018-12-23,7.1,11.1,0.4,0.0,46.0,13.6,4.91
2018-12-24,8.9,15.2,0.5,0.0,74.0,15.1,6.85
2018-12-25,5.7,11.5,31.5,6.72,99.0,15.0,0.7
2018-12-26,3.1,4.5,1.9,0.98,61.0,9.1,6.92
2018-12-27,2.6,4.8,0.1,0.0,66.0,4.7,4.52
2018-12-28,4.8,8.2,0.0,0.0,42.0,5.6,7.99
2018-12-29,3.6,5.3,5.8,0.63,94.0,6.5,2.27
2018-12-30,5.4,7.1,3.2,0.0,57.0,6.3,6.54
2018-12-31,4.1,8.5,0.0,0.0,27.0,9.4,8.34
2019-01-01,4.1,5.5,1.2,0.49,99.0,14.3,2.48
2019-01-02,5.3,6.6,0.2,0.0,89.0,5.4,4.7
2019-01-03,5.8,6.7,8.0,0.0,96.0,13.1,2.87
2019-01-04,4.3,6.0,9.1,4.69,77.0,17.2,3.08
2019-01-05,3.4,4.8,7.6,3.99,88.0,12.0,3.14
2019-01-06,2.6,3.5,6.0,3.15,88.0,9.6,4.42
2019-01-07,1.7,2.5,6.9,4.34,87.0,10.3,5.66
2019-01-08,0.6,1.6,7.2,5.25,74.0,9.7,4.24
2019-01-09,0.1,4.1,0.0,0.0,53.0,12.7,9.24
2019-01-10,9.0,13.4,0.3,0.0,86.0,15.8,6.03
2019-01-11,9.7,10.6,19.1,0.0,96.0,13.8,2.2
2019-01-12,6.8,7.7,20.0,0.0,100.0,7.9,2.14
2019-01-13,4.9,6.0,3.4,0.14,99.0,6.6,2.42
2019-01-14,6.5,9.8,0.5,0.0,83.0,12.5,6.89
2019-01-15,4.8,7.3,27.7,12.04,100.0,17.1,0.95
2019-01-16,2.0,3.4,4.7,3.43,66.0,13.2,9.68
2019-01-17,2.7,9.6,0.0,0.0,21.0,8.7,9.84
2019-01-18,4.3,11.7,0.0,0.0,17.0,10.0,10.34
2019-01-19,8.3,12.9,0.6,0.0,80.0,8.7,7.11
2019-01-20,9.1,14.0,0.8,0.0,49.0,8.4,8.07
2019-01-21,8.3,11.1,1.2,0.0,90.0,7.0,2.95
2019-01-22,8.6,11.6,0.0,0.0,90.0,7.8,6.15
2019-01-23,10.0,15.1,1.4,0.0,73.0,11.4,6.8
2019-01-24,11.8,13.7,0.6,0.0,99.0,12.9,4.78
2019-01-25,10.8,14.7,0.0,0.0,76.0,12.6,6.38
2019-01-26,11.7,15.6,3.6,0.0,96.0,10.9,7.63
2019-01-27,9.3,11.1,3.0,0.0,72.0,5.5,7.14
2019-01-28,9.0,15.0,0.0,0.0,47.0,8.9,9.05
2019-01-29,12.2,17.1,0.0,0.0,86.0,10.2,9.31
2019-01-30,12.7,16.7,0.0,0.0,91.0,10.6,7.72
2019-01-31,11.4,15.1,8.1,0.0,80.0,12.4,7.73
2019-02-01,9.9,13.7,3.8,0.0,46.0,17.0,9.55
2019-02-02,9.3,16.5,0.0,0.0,51.0,9.8,11.21
2019-02-03,11.5,19.2,0.0,0.0,95.0,10.6,9.72
2019-02-04,11.8,18.7,0.0,0.0,50.0,6.9,12.05
2019-02-05,11.2,16.8,0.0,0.0,47.0,7.4,12.42
2019-02-06,10.2,12.7,3.6,0.0,86.0,8.8,7.7
2019-02-07,6.8,8.9,12.9,0.14,99.0,9.9,2.72
2019-02-08,6.9,8.0,0.1,0.0,99.0,9.1,4.52
2019-02-09,7.0,7.7,0.6,0.0,99.0,9.5,4.45
2019-02-10,6.7,9.5,0.0,0.0,79.0,4.9,6.45
2019-02-11,8.3,16.0,0.0,0.0,43.0,10.9,13.27
2019-02-12,12.3,18.0,1.8,0.0,62.0,19.9,10.88
2019-02-13,6.9,10.3,23.5,0.91,100.0,13.0,2.75
2019-02-14,5.4,6.1,12.1,2.45,98.0,14.7,3.66
2019-02-15,5.5,7.4,2.8,1.26,94.0,17.3,6.11
2019-02-16,6.4,7.2,0.6,0.0,85.0,13.5,6.15
2019-02-17,6.6,10.7,0.0,0.0,32.0,8.5,13.14
2019-02-18,7.0,12.9,0.0,0.0,6.0,5.4,14.13
2019-02-19,7.5,15.4,0.0,0.0,1.0,6.8,14.65
2019-02-20,7.8,15.9,0.0,0.0,1.0,7.4,15.02
2019-02-21,8.3,12.9,0.1,0.0,47.0,7.1,12.3
2019-02-22,8.3,12.1,0.0,0.0,63.0,8.9,13.1
2019-02-23,5.1,7.6,6.8,1.89,100.0,19.2,3.81
2019-02-24,3.0,4.0,2.8,1.33,99.0,14.5,5.42
2019-02-25,5.7,8.1,0.0,0.0,88.0,16.7,6.88
2019-02-26,6.9,9.4,0.1,0.0,89.0,10.3,11.11
2019-02-27,4.8,6.2,11.0,2.45,92.0,10.6,9.71
2019-02-28,4.5,7.4,3.3,1.26,56.0,11.9,9.44
2019-03-01,8.4,16.7,0.0,0.0,0.0,13.8,16.72
2019-03-02,9.3,14.6,0.6,0.0,71.0,8.7,10.54
2019-03-03,8.0,10.5,0.0,0.0,61.0,13.3,10.53
2019-03-04,5.7,10.9,0.0,0.0,3.0,5.3,17.43
2019-03-05,9.0,18.5,0.0,0.0,10.0,12.0,17.67
2019-03-06,11.1,15.1,8.2,0.0,81.0,12.1,7.26
2019-03-07,11.4,18.2,1.6,0.0,28.0,8.4,17.83
2019-03-08,13.2,21.9,0.0,0.0,22.0,9.4,17.86
2019-03-09,14.5,21.8,0.0,0.0,95.0,10.5,17.15
2019-03-10,14.1,20.0,0.0,0.0,14.0,15.1,17.64
2019-03-11,15.6,22.7,0.0,0.0,26.0,11.4,18.46
2019-03-12,13.1,17.7,18.0,0.0,91.0,12.5,9.13
2019-03-13,8.4,9.4,8.1,0.0,100.0,14.3,4.26
2019-03-14,8.3,10.3,0.0,0.0,97.0,8.9,10.44
2019-03-15,8.3,9.4,2.3,0.0,96.0,10.0,6.96
2019-03-16,8.7,14.1,0.0,0.0,65.0,11.9,17.59
2019-03-17,13.8,19.8,0.3,0.0,31.0,10.9,17.23
2019-03-18,15.2,23.4,0.0,0.0,0.0,8.9,19.86
2019-03-19,15.0,21.6,0.1,0.0,29.0,8.8,18.57
2019-03-20,12.4,16.5,0.0,0.0,16.0,11.7,18.14
2019-03-21,10.2,14.1,0.0,0.0,25.0,17.1,16.68
2019-03-22,9.2,14.0,0.0,0.0,37.0,14.0,16.69
2019-03-23,9.5,15.6,0.0,0.0,16.0,15.5,19.6
2019-03-24,6.7,10.7,0.0,0.0,21.0,16.3,16.73
2019-03-25,8.9,15.3,0.0,0.0,0.0,6.5,21.47
2019-03-26,10.4,18.1,0.0,0.0,37.0,9.0,21.43
2019-03-27,9.7,13.1,0.0,0.0,70.0,11.8,16.42
2019-03-28,8.8,12.6,0.0,0.0,85.0,19.1,18.51
2019-03-29,7.1,11.0,0.0,0.0,77.0,24.1,17.78
2019-03-30,6.9,10.6,0.0,0.0,49.0,21.7,15.1
2019-03-31,7.9,10.9,0.0,0.0,70.0,18.5,12.72
2019-04-01,9.3,12.8,0.0,0.0,62.0,11.0,14.76
2019-04-02,10.6,15.7,0.0,0.0,46.0,16.5,19.66
2019-04-03,10.0,12.7,0.0,0.0,79.0,11.9,11.19
2019-04-04,9.5,14.5,0.0,0.0,65.0,9.1,17.52
2019-04-05,11.2,17.7,0.0,0.0,10.0,6.3,21.41
2019-04-06,12.1,19.1,0.2,0.0,87.0,10.2,17.23
2019-04-07,14.7,19.1,4.5,0.0,86.0,4.8,8.99
2019-04-08,16.3,20.3,13.0,0.0,54.0,8.5,16.39
2019-04-09,14.0,17.5,13.4,0.0,82.0,12.9,14.8
2019-04-10,12.5,14.3,13.2,0.0,92.0,6.8,10.08
2019-04-11,14.7,19.4,10.7,0.0,58.0,18.9,14.58
2019-04-12,14.3,18.0,2.8,0.0,64.0,14.7,12.66
2019-04-13,15.2,18.6,10.3,0.0,86.0,9.0,15.69
2019-04-14,13.9,16.9,9.6,0.0,80.0,10.0,15.96
2019-04-15,11.6,14.3,2.9,0.0,92.0,11.7,13.41
2019-04-16,9.8,11.1,0.8,0.0,83.0,13.5,8.83
2019-04-17,10.3,14.8,0.3,0.0,13.0,9.4,22.33
2019-04-18,10.5,12.6,1.1,0.0,40.0,12.1,17.82
2019-04-19,9.0,11.0,6.1,0.0,80.0,14.2,14.4
2019-04-20,7.7,9.6,5.5,0.0,58.0,12.3,19.02
2019-04-21,9.5,13.1,2.2,0.0,62.0,13.2,19.83
2019-04-22,10.5,15.3,0.0,0.0,2.0,10.2,26.07
2019-04-23,12.5,19.0,0.2,0.0,82.0,7.8,23.32
2019-04-24,16.8,22.1,0.9,0.0,71.0,9.5,21.41
2019-04-25,18.0,23.3,0.0,0.0,30.0,8.7,22.51
2019-04-26,16.4,20.2,0.0,0.0,71.0,5.2,16.3
2019-04-27,17.0,23.4,0.0,0.0,41.0,6.3,25.1
2019-04-28,18.6,24.9,1.3,0.0,24.0,8.3,22.15
2019-04-29,20.2,26.9,0.0,0.0,30.0,8.1,23.23
2019-04-30,20.5,27.1,0.0,0.0,11.0,11.7,26.0
2019-05-01,18.5,23.8,0.0,0.0,67.0,16.1,22.72
2019-05-02,15.6,17.7,7.6,0.0,68.0,11.7,18.52
2019-05-03,15.4,21.5,0.0,0.0,7.0,7.4,24.43
2019-05-04,17.7,24.8,0.1,0.0,78.0,11.0,23.24
2019-05-05,19.7,25.3,6.1,0.0,79.0,9.9,19.85
2019-05-06,20.2,25.9,0.3,0.0,29.0,11.2,22.89
2019-05-07,15.6,19.5,7.7,0.0,54.0,15.8,19.95
2019-05-08,12.4,14.5,4.6,0.0,61.0,10.2,17.65
2019-05-09,13.9,18.1,0.0,0.0,47.0,9.4,24.05
2019-05-10,15.9,19.6,4.8,0.0,84.0,9.8,16.66
2019-05-11,16.6,19.6,5.5,0.0,52.0,9.7,19.49
2019-05-12,16.9,23.2,0.0,0.0,17.0,11.4,26.93
2019-05-13,19.3,25.5,0.0,0.0,32.0,10.8,27.25
2019-05-14,19.8,25.0,0.0,0.0,80.0,8.8,23.92
2019-05-15,21.4,25.9,0.0,0.0,77.0,10.7,23.39
2019-05-16,22.5,27.8,0.7,0.0,58.0,10.2,24.6
2019-05-17,18.7,22.0,1.3,0.0,79.0,8.7,16.41
2019-05-18,18.4,22.1,7.0,0.0,79.0,9.2,17.5
2019-05-19,21.3,27.7,0.0,0.0,39.0,9.4,27.07
2019-05-20,23.8,28.3,0.0,0.0,96.0,10.5,24.15
2019-05-21,23.6,29.3,0.7,0.0,67.0,11.5,24.85
2019-05-22,22.5,27.0,0.0,0.0,65.0,13.8,24.67
2019-05-23,21.0,25.2,1.3,0.0,67.0,6.5,19.02
2019-05-24,19.0,22.7,21.5,0.0,61.0,10.2,18.03
2019-05-25,19.3,23.0,4.3,0.0,40.0,9.5,20.97
2019-05-26,20.0,25.6,0.1,0.0,9.0,9.1,27.1
2019-05-27,22.2,28.0,0.0,0.0,62.0,8.7,28.09
2019-05-28,25.2,32.6,0.8,0.0,23.0,7.0,27.06
2019-05-29,25.9,30.2,0.0,0.0,2.0,9.0,28.96
2019-05-30,24.0,28.1,0.0,0.0,6.0,8.7,28.81
2019-05-31,24.0,28.0,0.0,0.0,3.0,9.0,28.46
2019-06-01,22.7,26.5,0.0,0.0,57.0,10.4,26.94
2019-06-02,22.1,25.0,3.0,0.0,70.0,6.6,20.17
2019-06-03,22.9,27.5,2.4,0.0,43.0,8.9,24.17
2019-06-04,22.1,26.1,0.0,0.0,28.0,13.0,23.15
2019-06-05,22.0,26.0,0.1,0.0,16.0,8.0,23.82
2019-06-06,22.8,26.9,1.1,0.0,17.0,9.2,26.6
2019-06-07,23.9,28.2,0.0,0.0,17.0,11.9,28.6
2019-06-08,24.2,29.0,0.0,0.0,0.0,13.7,29.23
2019-06-09,23.4,28.7,0.1,0.0,27.0,16.5,27.01
2019-06-10,23.1,27.2,0.1,0.0,61.0,14.4,18.08
2019-06-11,22.5,25.8,7.2,0.0,72.0,8.1,18.2
2019-06-12,22.6,25.1,3.5,0.0,51.0,10.1,21.29
2019-06-13,24.2,28.9,0.0,0.0,29.0,9.9,24.93
2019-06-14,24.3,27.6,2.1,0.0,24.0,14.6,23.03
2019-06-15,23.9,27.1,3.7,0.0,73.0,13.3,20.41
2019-06-16,23.9,27.0,3.8,0.0,77.0,10.7,19.63
2019-06-17,24.5,28.7,1.5,0.0,67.0,13.3,22.22
2019-06-18,24.0,27.6,3.2,0.0,71.0,14.6,21.37
2019-06-19,23.1,26.1,1.8,0.0,98.0,8.7,14.88
2019-06-20,23.6,26.8,6.3,0.0,72.0,9.4,20.0
